source_code,source_concept_id,source_vocabulary_id,source_code_description,target_concept_id,target_vocabulary_id,valid_start_date,valid_end_date,invalid_reason
46,0,HESIN_DISDEST,Neonatal Paediatrics,38004693,Medicare Specialty,1970-01-01,2099-12-31,
86,0,HESIN_DISDEST,Non-NHS (other than local authority) run nursing home,38004307,NUCC,1970-01-01,2099-12-31,
5D,0,HESIN_DISDEST,Psychiatry (except for patient on pass),8971,CMS Place of Service,1970-01-01,2099-12-31,
32,0,HESIN_DISDEST,Student Accommodation,581476,Visit,1970-01-01,2099-12-31,
87,0,HESIN_DISDEST,Non-NHS run hospital,38004515,Medicare Specialty,1970-01-01,2099-12-31,
61,0,HESIN_DISDEST,Private Hospital,38004515,Medicare Specialty,1970-01-01,2099-12-31,
19,0,HESIN_DISDEST,"Usual place of residence unless listed below for example, a private dwelling, whether owner occupied, owned by local authority, housing association or private landlord. This includes wardened accommod",581476,Visit,1970-01-01,2099-12-31,
62,0,HESIN_DISDEST,Hospice,8546,CMS Place of Service,1970-01-01,2099-12-31,
53,0,HESIN_DISDEST,Other NHS Trust - ward for patients who are mentally ill or have learning disabilities,38004284,NUCC,1970-01-01,2099-12-31,
13,0,HESIN_DISDEST,Private Residence (sheltered),581476,Visit,1970-01-01,2099-12-31,
51,0,HESIN_DISDEST,Accident and Emergency,9203,Visit,1970-01-01,2099-12-31,
4G,0,HESIN_DISDEST,Learning Disability,38004444,NUCC,1970-01-01,2099-12-31,
14,0,HESIN_DISDEST,Private Residence (supported),581476,Visit,1970-01-01,2099-12-31,
41,0,HESIN_DISDEST,Accident and Emergency,9203,Visit,1970-01-01,2099-12-31,
47,0,HESIN_DISDEST,GP Obstetrics/Postnatal Cots,8650,CMS Place of Service,1970-01-01,2099-12-31,
5G,0,HESIN_DISDEST,Learning Disability,38004444,NUCC,1970-01-01,2099-12-31,
28,0,HESIN_DISDEST,Place of Residence - Institution - other type,581476,Visit,1970-01-01,2099-12-31,
55,0,HESIN_DISDEST,Hospital site within the same Trust - ward for general patients or the younger physically disabled or A & E department,38004515,Medicare Specialty,1970-01-01,2099-12-31,
48,0,HESIN_DISDEST,"High Security Psychiatric Hospital, Scotland",38004284,NUCC,1970-01-01,2099-12-31,
57,0,HESIN_DISDEST,GP Obstetrics/Postnatal Cots,8650,CMS Place of Service,1970-01-01,2099-12-31,
39,0,HESIN_DISDEST,"Penal establishment, court or police station",38003619,CMS Place of Service,1970-01-01,2099-12-31,
25,0,HESIN_DISDEST,Care Home,38004307,NUCC,1970-01-01,2099-12-31,
4B,0,HESIN_DISDEST,Geriatrics (except for patient on pass),38004307,NUCC,1970-01-01,2099-12-31,
88,0,HESIN_DISDEST,Non-NHS run hospice,8546,CMS Place of Service,1970-01-01,2099-12-31,
19,0,HESIN_DISDEST,Usual place of residence,581476,Visit,1970-01-01,2099-12-31,
29,0,HESIN_DISDEST,Place of Residence - Institution - type not known,581476,Visit,1970-01-01,2099-12-31,
4A,0,HESIN_DISDEST,GP Other than Obstetrics,38004693,Medicare Specialty,1970-01-01,2099-12-31,
88,0,HESIN_DISDEST,Non-NHS (other than Local Authority) run Hospice,8546,CMS Place of Service,1970-01-01,2099-12-31,
56,0,HESIN_DISDEST,Hospital site within the same Trust - ward for maternity patients or neonates,38004515,Medicare Specialty,1970-01-01,2099-12-31,
5B,0,HESIN_DISDEST,Geriatrics (except for patient on pass),38004307,NUCC,1970-01-01,2099-12-31,
49,0,HESIN_DISDEST,Special Hospital,38004287,NUCC,1970-01-01,2099-12-31,
5A,0,HESIN_DISDEST,GP Other than Obstetrics,38004693,Medicare Specialty,1970-01-01,2099-12-31,
20,0,HESIN_DISDEST,"Place of residence: Institution, no additional detail added",581476,Visit,1970-01-01,2099-12-31,
4C,0,HESIN_DISDEST,Geriatrics (patient on pass),38004307,NUCC,1970-01-01,2099-12-31,
30,0,HESIN_DISDEST,Repatriation from High Security Psychiatric Hospital,38004284,NUCC,1970-01-01,2099-12-31,
5C,0,HESIN_DISDEST,Geriatrics ( patient on pass),38004307,NUCC,1970-01-01,2099-12-31,
51,0,HESIN_DISDEST,Other NHS Trust - ward for general patients or the younger physically disabled or A & E department,38004315,NUCC,1970-01-01,2099-12-31,
52,0,HESIN_DISDEST,Other NHS Trust - ward for maternity patients or neonates,8650,CMS Place of Service,1970-01-01,2099-12-31,
