sourceCode,sourceName,sourceValueCode,sourceValueName,sourceUnitName,sourceFrequency,sourceAutoAssignedConceptIds,ADD_INFO:coding_origin,matchScore,mappingStatus,statusSetBy,statusSetOn,conceptId,mappingType,comment,createdBy,createdOn
31,Holiday Accommodation,,,,-1,,SMR,0.14524930715560913,UNCHECKED,,0,581476,EVENT,,sofia,1605200669813
60,Admission from Other Types of Location etc. - no additional detail added,,,,-1,,SMR,0.11757843941450119,UNCHECKED,,0,9201,EVENT,,sofia,1605200293385
5H,Transfer from another Health Care Provider - Hospital at Home,,,,-1,,SMR,0.3053262531757355,UNCHECKED,,0,581476,EVENT,,sofia,1605201551404
65,Local Authority Part 3 residential accommodation i.e. where care is provided.,,,,-1,,PEDW,0.1838809847831726,UNCHECKED,,0,581476,EVENT,,sofia,1605200849259
51,Other NHS Trust - ward for general patients or young physically disabled or A & E department,,,,-1,,PEDW,0.2542262077331543,UNCHECKED,,0,38004515,EVENT,,sofia,1605201256632
29,Temporary place of residence,,,,-1,,HES,0.40186381340026855,UNCHECKED,,0,581476,EVENT,,sofia,1605201526468
28,Place of Residence - Institution - other type,,,,-1,,SMR,0.35463008284568787,UNCHECKED,,0,42898160,EVENT,,sofia,1605201421656
57,GP Obstetrics/Postnatal Cots,,,,-1,,SMR,0.07550299912691116,UNCHECKED,,0,38004693,EVENT,,sofia,1605200409978
52,Other NHS Trust - ward for maternity patients or neonates.,,,,-1,,PEDW,0.161223366856575,UNCHECKED,,0,8650,EVENT,,sofia,1605201266986
35,Admission of Foundling (For use on Record type 11 only),,,,-1,,SMR,0.11257244646549225,UNCHECKED,,0,9201,EVENT,,sofia,1605200293385
30,"Temporary place of Residence,no additional detail added",,,,-1,,SMR,0.24105416238307953,UNCHECKED,,0,581476,EVENT,,sofia,1605201526468
49,Special Health Authority establishment under the High Security Psychiatric Services Commissioning Board,,,,-1,,PEDW,0.2976907789707184,UNCHECKED,,0,38004284,EVENT,,<auto>,1605200223843
30,Repatriation from High Security Psychiatric Hospital,,,,-1,,HES,0.6609529256820679,UNCHECKED,,0,38004284,EVENT,,<auto>,1605200223920
99,Not Known [Until 20 February 2000],,,,-1,,PEDW,0.10061642527580261,UNCHECKED,,0,38004693,EVENT,,sofia,1605201217046
47,GP Obstetrics/Postnatal Cots,,,,-1,,SMR,0.07550299912691116,UNCHECKED,,0,38004693,EVENT,,sofia,1605200409978
29,Place of Residence - Institution - type not known,,,,-1,,SMR,0.3052254617214203,UNCHECKED,,0,42898160,EVENT,,sofia,1605201421656
25,Care home,,,,-1,,SMR,0.649876058101654,UNCHECKED,,0,38004307,EVENT,,<auto>,1605200224059
53,Other NHS Trust - ward for patients who are mentally ill or have learning disabilities.,,,,-1,,PEDW,0.24559363722801208,UNCHECKED,,0,38004284,EVENT,,sofia,1605201279300
59,Transfer from other NHS Provider Unit - specialty not known,,,,-1,,SMR,0.26469674706459045,UNCHECKED,,0,38004693,EVENT,,sofia,1605201586941
1,Home (Usual address),,,,-1,,SMR,0.19219361245632172,UNCHECKED,,0,581476,EVENT,,sofia,1605200669813
69,Under local authority care: Residential or foster care [Until 31 March 2001],,,,-1,,PEDW,0.21792973577976227,UNCHECKED,,0,38004205,EVENT,,<auto>,1605200224337
4B,Geriatrics (except for patient on pass),,,,-1,,SMR,0.201161727309227,UNCHECKED,,0,38004307,EVENT,,sofia,1605200377544
4A,GP Non Obstetrics,,,,-1,,SMR,0.12192629277706146,UNCHECKED,,0,38004693,EVENT,,sofia,1605200409978
54,"NHS run nursing home,residential care home or group home.",,,,-1,,PEDW,0.39848557114601135,UNCHECKED,,0,581476,EVENT,,sofia,1605201040009
50,"Transfer from other NHS Provider Unit,no additional detail added",,,,-1,,SMR,0.1673760563135147,UNCHECKED,,0,38004693,EVENT,,sofia,1605201586941
2,"Other NHS Hospital (Inpatient,Short Stay or Day Bed Facilities only)",,,,-1,,SMR,0.3956970274448395,UNCHECKED,,0,38004515,EVENT,,sofia,1605201240778
98,Not applicable [Until 20 February 2000],,,,-1,,PEDW,0.1577586531639099,UNCHECKED,,0,38004693,EVENT,,sofia,1605201217046
5A,GP Non Obstetrics,,,,-1,,SMR,0.12192629277706146,UNCHECKED,,0,38004693,EVENT,,sofia,1605200409978
49,Transfer from the same Provider Unit - specialty not known,,,,-1,,SMR,0.2866367697715759,UNCHECKED,,0,38004693,EVENT,,sofia,1605201586941
3,Other Unit in this Hospital (Inpatient Facilities or Day Bed Units only),,,,-1,,SMR,0.46855074167251587,UNCHECKED,,0,38004515,EVENT,,sofia,1605201334612
