sourceCode,sourceName,sourceValueCode,sourceValueName,sourceUnitName,sourceFrequency,sourceAutoAssignedConceptIds,matchScore,mappingStatus,statusSetBy,statusSetOn,conceptId,mappingType,comment,createdBy,createdOn
0556,Excision of intracranial lesion : hernia,,,,0,,0.6932147145271300,UNCHECKED,,,4321596,VALUE,,,
057,Biopsy of brain,,,,0,,0.9134740829467770,UNCHECKED,,,42537289,VALUE,,,
059,"Intracranial operations, not elsewhere classified",,,,0,,0.3378355801105500,UNCHECKED,,,4047006,VALUE,,,
0591,"Intracranial operations, not elsewhere classified : exploration",,,,0,,0.44938910007476800,UNCHECKED,,,4235463,VALUE,,,
061,Hypophysectomy,,,,0,,1.0,APPROVED,,,4201001,VALUE,,,
0611,Hypophysectomy : paranasal trans-sphenoidal,,,,0,,0.570229172706604,UNCHECKED,,,4065313,VALUE,,,
0612,Hypophysectomy : intracranial trans-frontal,,,,0,,0.5267642736434940,UNCHECKED,,,4064125,VALUE,,,
062,Destruction of pituitary gland or lesion,,,,0,,0.9002883434295650,UNCHECKED,,,4307666,VALUE,,,
063,Other operations related to pituitary or pineal gland,,,,0,,0.7186638712883000,UNCHECKED,,,4139003,VALUE,,,
0631,Other operations related to pituitary or pineal gland : pituitary stalk,,,,0,,0.5919642448425290,UNCHECKED,,,4139003,VALUE,,,
0633,Other operations related to pituitary or pineal gland : pineal,,,,0,,0.6235142350196840,UNCHECKED,,,4139003,VALUE,,,
065,Partial adrenalectomy,,,,0,,1.0,APPROVED,,,4141142,VALUE,,,
066,"Excision of adrenal gland, not otherwise classified",,,,0,,0.6009924411773680,UNCHECKED,,,4137462,VALUE,,,
067,Bilateral adrenalectomy,,,,0,,1.0,APPROVED,,,4114630,VALUE,,,
068,Bilateral adrenalectomy and oophorectomy,,,,0,,0.765324056148529,UNCHECKED,,,4297990,VALUE,,,
069,Other operations on adrenal gland,,,,0,,0.8512445092201230,UNCHECKED,,,4047234,VALUE,,,
0691,Other operations on adrenal gland : biopsy,,,,0,,0.614702045917511,UNCHECKED,,,42536496,VALUE,,,
070,Incision of thyroid field,,,,0,,0.8081697225570680,UNCHECKED,,,4219639,VALUE,,,
071,Partial thyroidectomy,,,,0,,0.8796053528785710,UNCHECKED,,,4082277,VALUE,,,
0711,Partial thyroidectomy : biopsy,,,,4,,0.5905360579490660,UNCHECKED,,,4082277,VALUE,,,
0712,Partial thyroidectomy : nodule,,,,0,,0.5968321561813350,UNCHECKED,,,4082277,VALUE,,,
0713,Partial thyroidectomy : isthmectomy,,,,0,,0.6741519570350650,UNCHECKED,,,4238120,VALUE,,,
0714,Partial thyroidectomy : isthmectomy,,,,36,,0.6741519570350650,UNCHECKED,,,4238120,VALUE,,,
0715,Partial thyroidectomy : lobectomy,,,,46,,0.7155921459198000,APPROVED,,,4201613,VALUE,,,
0716,Partial thyroidectomy : hemithyroidectomy,,,,0,,0.6734315156936650,UNCHECKED,,,4118958,VALUE,,,
072,"Thyroidectomy, not elsewhere classified",,,,0,,0.5254202485084530,UNCHECKED,,,4030107,VALUE,,,
0721,"Thyroidectomy, not elsewhere classified : total thyroidectomy",,,,0,,0.52794349193573,UNCHECKED,,,4073199,VALUE,,,
0722,"Thyroidectomy, not elsewhere classified : with wide block dissection",,,,0,,0.37558871507644700,UNCHECKED,,,2110372,VALUE,,,
074,Thyroidectomy of aberrant thyroid,,,,0,,0.7186903953552250,UNCHECKED,,,4030107,VALUE,,,
0741,Thyroidectomy of aberrant thyroid : substernal thyroid,,,,0,,0.6501535177230840,UNCHECKED,,,4200221,VALUE,,,
075,Other operations on thyroid gland,,,,0,,0.8657593727111820,UNCHECKED,,,4049330,VALUE,,,
0751,"Other operations on thyroid gland : biopsy, retrosternal",,,,0,,0.5568035840988160,UNCHECKED,,,4085189,VALUE,,,
076,Operations on parathyroid glands,,,,0,,0.8888726234436040,UNCHECKED,,,4185578,VALUE,,,
0761,Operations on parathyroid glands : biopsy,,,,0,,0.6525980234146120,UNCHECKED,,,4337807,VALUE,,,
0763,Operations on parathyroid glands : partial parathyroidectomy,,,,0,,0.6462315320968630,UNCHECKED,,,35624704,VALUE,,,
0764,Operations on parathyroid glands : global parathyroidectomy,,,,0,,0.667823851108551,UNCHECKED,,,4047947,VALUE,,,
0765,Operations on parathyroid glands : transplant,,,,0,,0.6665667295455930,UNCHECKED,,,4185578,VALUE,,,
077,Thymectomy,,,,0,,1.0,APPROVED,,,4265165,VALUE,,,
078,Other operations on thymus,,,,0,,0.8230478167533880,UNCHECKED,,,4163968,VALUE,,,
079,"Other glandular operations, not elsewhere classified",,,,0,,0.36632075905799900,UNCHECKED,,,2213292,VALUE,,,
0792,"Other glandular operations, not elsewhere classified : carotid body",,,,0,,0.3811509609222410,UNCHECKED,,,4141114,VALUE,,,
0793,"Other glandular operations, not elsewhere classified : other vascular bodies",,,,0,,0.2627768814563750,UNCHECKED,,,2111289,VALUE,,,
0794,"Other glandular operations, not elsewhere classified : aortic bodies",,,,0,,0.313628226518631,UNCHECKED,,,2213292,VALUE,,,
080,Excision of cervical lymph nodes,,,,0,,0.9773451089859010,APPROVED,,,4122781,VALUE,,,
0801,Excision of cervical lymph nodes : biopsy (scalene node),,,,4,,0.6253942251205440,UNCHECKED,,,4075302,VALUE,,,
0802,Excision of cervical lymph nodes : block dissection,,,,0,,0.7760744094848630,UNCHECKED,,,4075296,VALUE,,,
0803,Excision of cervical lymph nodes : radical cervical,,,,0,,0.7167459726333620,UNCHECKED,,,4122781,VALUE,,,
0806,Excision of cervical lymph nodes : simple excision,,,,14,,0.6883792877197270,UNCHECKED,,,4122781,VALUE,,,
081,Removal of cervical rib,,,,0,,0.7876906394958500,UNCHECKED,,,4022101,VALUE,,,
082,"Operations on arteries in neck, not elsewhere classified",,,,0,,0.38322585821151700,UNCHECKED,,,2213292,VALUE,,,
0822,"Operations on arteries in neck, not elsewhere classified : embolectomy",,,,0,,0.3630788028240200,UNCHECKED,,,4174917,VALUE,,,
0823,"Operations on arteries in neck, not elsewhere classified : resection with graft",,,,0,,0.24558906257152600,UNCHECKED,,,2101970,VALUE,,,
0824,"Operations on arteries in neck, not elsewhere classified : bypass graft",,,,0,,0.3957231938838960,UNCHECKED,,,2107453,VALUE,,,
0825,"Operations on arteries in neck, not elsewhere classified : implantation of graft",,,,0,,0.28626325726509100,UNCHECKED,,,2103096,VALUE,,,
0826,"Operations on arteries in neck, not elsewhere classified : resection with reanastomosis",,,,0,,0.3613907992839810,UNCHECKED,,,4171514,VALUE,,,
0827,"Operations on arteries in neck, not elsewhere classified : suture of vessel",,,,0,,0.3331988751888280,UNCHECKED,,,4182383,VALUE,,,
083,Perfusion of head and neck,,,,0,,0.7146756052970890,UNCHECKED,,,4324344,VALUE,,,
084,Cerebral arteriography,,,,4,,1.0,APPROVED,,,4138836,VALUE,,,
085,Excision of cyst or fistula,,,,0,,0.7148723006248470,UNCHECKED,,,4323042,VALUE,,,
0851,Excision of cyst or fistula : incision thyroglossal tract or duct,,,,0,,0.683895468711853,UNCHECKED,,,4287467,VALUE,,,
0852,Excision of cyst or fistula : excision thyroglossal tract or duct,,,,0,,0.6985253691673280,UNCHECKED,,,4287467,VALUE,,,
0853,"Excision of cyst or fistula : incision branchial cleft, sinus or fistula",,,,0,,0.6038955450057980,UNCHECKED,,,2108814,VALUE,,,
0854,"Excision of cyst or fistula : excision branchial cleft, sinus or fistula",,,,0,,0.615662693977356,UNCHECKED,,,2108814,VALUE,,,
089,"Other operations in neck region, not elsewhere classified",,,,16,,0.3216722309589390,UNCHECKED,,,2788604,VALUE,,,
0891,"Other operations in neck region, not elsewhere classified : drainage of abscess",,,,0,,0.4487236738204960,UNCHECKED,,,40487470,VALUE,,,
0892,"Other operations in neck region, not elsewhere classified : ligation of vein venous anastomsis",,,,0,,0.27899786829948400,UNCHECKED,,,2788604,VALUE,,,
0893,"Other operations in neck region, not elsewhere classified : catheterization of vessel, not elsewhere",,,,0,,0.37935879826545700,UNCHECKED,,,4234950,VALUE,,,
1,"Craniotomy, not elsewhere classified",,,,12,,0.4602508842945100,UNCHECKED,,,4101626,VALUE,,,
100,Orbitotomy,,,,0,,1.0,APPROVED,,,4327354,VALUE,,,
1001,Orbitotomy : biopsy of orbit,,,,0,,0.5953301787376400,UNCHECKED,,,40488857,VALUE,,,
1002,"Orbitotomy : abscess, haematoma",,,,0,,0.49785900115966800,UNCHECKED,,,4327354,VALUE,,,
1003,Orbitotomy : removal of foreign body,,,,0,,0.6640977263450620,UNCHECKED,,,2111078,VALUE,,,
101,"Exenteration of orbit, not elsewhere classified",,,,0,,0.5812662243843080,UNCHECKED,,,4266483,VALUE,,,
102,Repair of socket,,,,0,,0.797917902469635,UNCHECKED,,,2104833,VALUE,,,
103,Removal of eyeball,,,,8,,1.0,APPROVED,,,2110903,VALUE,,,
104,Evisceration of contents of eyeball,,,,0,,0.876438558101654,UNCHECKED,,,4189287,VALUE,,,
107,"Extirpation of lesion of eye or orbit, not elsewhere classified",,,,0,,0.48892462253570600,UNCHECKED,,,4065565,VALUE,,,
108,Orbital implant,,,,0,,0.8483786582946780,UNCHECKED,,,4119399,VALUE,,,
1081,Orbital implant : insertion or removal of implant,,,,0,,0.6614460349082950,UNCHECKED,,,2111090,VALUE,,,
1082,Orbital implant : re-insertion,,,,0,,0.6247378587722780,UNCHECKED,,,4119399,VALUE,,,
109,Other operation on orbit,,,,0,,0.7109119892120360,UNCHECKED,,,4154279,VALUE,,,
1091,Other operation on orbit : injection,,,,0,,0.5851983428001400,UNCHECKED,,,4311417,VALUE,,,
1094,Other operation on orbit : open reduction of orbital fracture,,,,0,,0.6462633609771730,UNCHECKED,,,4033507,VALUE,,,
110,"Tenotomy or myotomy, eye muscle",,,,0,,0.6717782616615300,UNCHECKED,,,4144521,VALUE,,,
1101,"Tenotomy or myotomy, eye muscle : oblique muscles",,,,0,,0.6547157168388370,UNCHECKED,,,4183552,VALUE,,,
1102,"Tenotomy or myotomy, eye muscle : superior or inferior recti",,,,0,,0.6007329225540160,UNCHECKED,,,4068437,VALUE,,,
112,"Resection or shortening, eye muscle",,,,0,,0.7240949273109440,UNCHECKED,,,4175311,VALUE,,,
1121,"Resection or shortening, eye muscle : medial",,,,0,,0.5799334645271300,UNCHECKED,,,4175311,VALUE,,,
1122,"Resection or shortening, eye muscle : lateral rectus",,,,0,,0.5958741307258610,UNCHECKED,,,4146613,VALUE,,,
1123,"Resection or shortening, eye muscle : shortening of superior oblique",,,,0,,0.72169429063797,UNCHECKED,,,4065697,VALUE,,,
113,"Advancement and recession of eye muscle, not elsewhere classified",,,,20,,0.5982494950294500,UNCHECKED,,,4220237,VALUE,,,
1131,"Advancement and recession of eye muscle, not elsewhere classified : advancement",,,,0,,0.5416675806045530,UNCHECKED,,,4220237,VALUE,,,
1132,"Advancement and recession of eye muscle, not elsewhere classified : recession",,,,6,,0.5423261523246770,UNCHECKED,,,4220237,VALUE,,,
1133,"Advancement and recession of eye muscle, not elsewhere classified : combined resection and recession",,,,0,,0.5180417895317080,UNCHECKED,,,4237593,VALUE,,,
1134,"Advancement and recession of eye muscle, not elsewhere classified : combined resection and advanceme",,,,0,,0.5135399699211120,UNCHECKED,,,4237593,VALUE,,,
114,Other operation on eye muscle,,,,0,,0.7852944135665890,UNCHECKED,,,4070457,VALUE,,,
1141,"Other operation on eye muscle : transplantation, not elsewhere classified",,,,0,,0.4244405925273900,UNCHECKED,,,4310051,VALUE,,,
1142,"Other operation on eye muscle : muscle slide, lengthening",,,,0,,0.6002707481384280,UNCHECKED,,,4068440,VALUE,,,
1143,Other operation on eye muscle : freeing of adhesions,,,,0,,0.7345579266548160,UNCHECKED,,,4049691,VALUE,,,
1144,Other operation on eye muscle : excision of lesion,,,,0,,0.6677441596984860,UNCHECKED,,,4097091,VALUE,,,
1145,Other operation on eye muscle : suture or repair,,,,0,,0.5404829382896420,UNCHECKED,,,4070457,VALUE,,,
115,Operation on oculomotor nerve,,,,0,,0.8529255390167240,UNCHECKED,,,4167027,VALUE,,,
117,Correction of ptosis,,,,0,,1.0,APPROVED,,,4321379,VALUE,,,
1171,Correction of ptosis : levator muscle operation,,,,0,,0.5867571830749510,UNCHECKED,,,4321379,VALUE,,,
1172,Correction of ptosis : use of frontal is muscle,,,,0,,0.5674863457679750,UNCHECKED,,,4321379,VALUE,,,
1173,Correction of ptosis : sling operations,,,,0,,0.6269282102584840,UNCHECKED,,,4321379,VALUE,,,
1174,Correction of ptosis : use of superior rectus,,,,0,,0.6047605872154240,UNCHECKED,,,4321379,VALUE,,,
118,Canthotomy,,,,0,,1.0,APPROVED,,,4240976,VALUE,,,
119,Canthoplasty,,,,0,,1.0,APPROVED,,,4252079,VALUE,,,
1192,Canthoplasty : repair epicanthus,,,,0,,0.5834171175956730,UNCHECKED,,,4229596,VALUE,,,
120,Blepharotomy,,,,0,,0.7204825282096860,UNCHECKED,,,4331460,VALUE,,,
1201,Blepharotomy : biopsy,,,,0,,0.4594663679599760,UNCHECKED,,,4234897,VALUE,,,
1202,"Blepharotomy : drainage of abscess (hordoleum, style)",,,,0,,0.5219704508781430,UNCHECKED,,,2111093,VALUE,,,
121,Blepharoplasty and tarsoplasty,,,,0,,0.7564722895622250,UNCHECKED,,,4297770,VALUE,,,
