sourceCode,sourceName,sourceValueCode,sourceValueName,sourceUnitName,sourceFrequency,sourceAutoAssignedConceptIds,ADD_INFO:coding_origin,matchScore,mappingStatus,statusSetBy,statusSetOn,conceptId,mappingType,comment,createdBy,createdOn
47,GP Obstetrics/Postnatal Cots,,,,-1,,SMR,0.07550299912691116,APPROVED,sofia,1605631611229,8650,EVENT,,,1605631558571
5G,Learning Disability,,,,-1,,SMR,0.4222084581851959,APPROVED,sofia,1605631627232,38004444,EVENT,,,1605631558571
5H,Transfer to other NHS Provider: Hospital at Home,,,,-1,,SMR,0.28105980157852173,UNCHECKED,,0,581476,EVENT,,,1605631558571
28,Place of Residence - Institution - other type,,,,-1,,SMR,0.3546397387981415,APPROVED,sofia,1605631788848,581476,EVENT,,,1605631558571
57,GP Obstetrics/Postnatal Cots,,,,-1,,SMR,0.07550299912691116,APPROVED,sofia,1605631611494,8650,EVENT,,,1605631558571
25,Care Home,,,,-1,,SMR,0.6498776078224182,APPROVED,sofia,1605631598640,38004307,EVENT,,,1605631558571
4B,Geriatrics (except for patient on pass),,,,-1,,SMR,0.20114398002624512,APPROVED,sofia,1605631607272,38004307,EVENT,,,1605631558571
59,Transfer to other NHS Provider Unit - specialty not known,,,,-1,,SMR,0.2685239613056183,UNCHECKED,,0,38004693,EVENT,,,1605631558571
29,Place of Residence - Institution - type not known,,,,-1,,SMR,0.30523380637168884,APPROVED,sofia,1605631789468,581476,EVENT,,,1605631558572
4A,GP Other than Obstetrics,,,,-1,,SMR,0.20312705636024475,APPROVED,sofia,1605631613174,38004693,EVENT,,,1605631558572
5B,Geriatrics (except for patient on pass),,,,-1,,SMR,0.20114398002624512,APPROVED,sofia,1605631607475,38004307,EVENT,,,1605631558572
50,"Transfer to other NHS Provider Unit, no additional detail added",,,,-1,,SMR,0.1866995245218277,UNCHECKED,,0,38004693,EVENT,,,1605631558572
5A,GP Other than Obstetrics,,,,-1,,SMR,0.20312705636024475,APPROVED,sofia,1605631613762,38004693,EVENT,,,1605631558572
20,"Place of residence: Institution, no additional detail added",,,,-1,,SMR,0.30746787786483765,APPROVED,sofia,1605631788494,581476,EVENT,,,1605631558572
4C,Geriatrics (patient on pass),,,,-1,,SMR,0.24408310651779175,APPROVED,sofia,1605631607694,38004307,EVENT,,,1605631558572
5C,Geriatrics ( patient on pass),,,,-1,,SMR,0.19675150513648987,APPROVED,sofia,1605631607902,38004307,EVENT,,,1605631558573
49,Transfer within the same Provider Unit - specialty not known,,,,-1,,SMR,0.28904035687446594,UNCHECKED,,0,38004693,EVENT,,,1605631558573
