sourceCode,sourceName,sourceValueCode,sourceValueName,sourceUnitName,sourceFrequency,sourceAutoAssignedConceptIds,ADD_INFO:category_name,ADD_INFO:notes,matchScore,mappingStatus,statusSetBy,statusSetOn,conceptId,mappingType,comment,createdBy,createdOn
30785,LDL direct missing reason,8,Not reportable because dilution factor 0.9-0.99 or 1.01-1.1,,24880,,Blood biochemistry processing,The reason that a LDL direct assay result is missing.,0.44189637899398804,APPROVED,Sofia,1603278955101,4038832,VALUE,,Sofia,1603278898061
30846,Total bilirubin reportability,2,Reportable at assay but not reportable after any corrections (too low),,485354,,Blood biochemistry processing,The reportability of aTotal bilirubin assay result. Absence of a value here means that a result has not been attempted.,0.7797676920890808,APPROVED,Sofia,1603281000932,4040635,EVENT,,Sofia,1603273109701
30846,Total bilirubin reportability,2,Reportable at assay but not reportable after any corrections (too low),,485354,,Blood biochemistry processing,The reportability of aTotal bilirubin assay result. Absence of a value here means that a result has not been attempted.,0.7797676920890808,APPROVED,Sofia,1603281000932,4196330,EVENT,,Sofia,1603274198713
30846,Total bilirubin reportability,2,Reportable at assay but not reportable after any corrections (too low),,485354,,Blood biochemistry processing,The reportability of aTotal bilirubin assay result. Absence of a value here means that a result has not been attempted.,0.7797676920890808,APPROVED,Sofia,1603281000932,4156364,VALUE,,Sofia,1603280818179
30652,Aspartate aminotransferase aliquot,3,3,,492054,,Blood biochemistry processing,The aliquout used for the Aspartate aminotransferase assay.,0.8082786202430725,APPROVED,,0,4227695,EVENT,,,1603269146045
30652,Aspartate aminotransferase aliquot,3,3,,492054,,Blood biochemistry processing,The aliquout used for the Aspartate aminotransferase assay.,0.8082786202430725,APPROVED,,0,4094657,EVENT,,,1603269146046
30813,Phosphate correction level,0,None,,444901,,Blood biochemistry processing,The type of post-measurement correction applied to the Phosphate assay result.,0.719254732131958,IGNORED,Sofia,1603277772743,0,EVENT,,,1603703853175
30254,Reticulocyte count acquisition route,2,Archive,,494715,,Blood count processing,Route whereby data for Reticulocyte count was transferred from analyser device to UK Biobank core LIMS database.,0.6730043292045593,APPROVED,,0,4263581,EVENT,,,1603269146049
30254,Reticulocyte count acquisition route,2,Archive,,494715,,Blood count processing,Route whereby data for Reticulocyte count was transferred from analyser device to UK Biobank core LIMS database.,0.6730043292045593,APPROVED,,0,36307628,VALUE,,,1603269146050
30746,Glucose reportability,4,Not reportable at assay (too low),,445261,,Blood biochemistry processing,The reportability of aGlucose assay result. Absence of a value here means that a result has not been attempted.,0.5244626998901367,APPROVED,Sofia,1603278935506,44803923,EVENT,,Sofia,1603269573831
30746,Glucose reportability,4,Not reportable at assay (too low),,445261,,Blood biochemistry processing,The reportability of aGlucose assay result. Absence of a value here means that a result has not been attempted.,0.5244626998901367,APPROVED,Sofia,1603278935506,4282459,EVENT,,Sofia,1603273890278
30746,Glucose reportability,4,Not reportable at assay (too low),,445261,,Blood biochemistry processing,The reportability of aGlucose assay result. Absence of a value here means that a result has not been attempted.,0.5244626998901367,APPROVED,Sofia,1603278935506,45880021,VALUE,,Sofia,1603278026736
1558,Alcohol intake frequency.,6,Never,,573365,,Alcohol,"ACE touchscreen question ''About how often do you drink alcohol?'' If the participant activated the Help button they were shown the message: If this varies a lot, please provide an average considering your intake over the last year ",0.705031156539917,APPROVED,,0,4052351,EVENT,,,1603269146050
1558,Alcohol intake frequency.,6,Never,,573365,,Alcohol,"ACE touchscreen question ''About how often do you drink alcohol?'' If the participant activated the Help button they were shown the message: If this varies a lot, please provide an average considering your intake over the last year ",0.705031156539917,APPROVED,,0,45876662,VALUE,,,1603269146051
30885,Urate missing reason,2,Original value above or below reportable limit,,24569,,Blood biochemistry processing,The reason that a Urate assay result is missing.,0.5825872421264648,APPROVED,Sofia,1603280592290,44803923,EVENT,,Sofia,1603269607578
30885,Urate missing reason,2,Original value above or below reportable limit,,24569,,Blood biochemistry processing,The reason that a Urate assay result is missing.,0.5825872421264648,APPROVED,Sofia,1603280592290,4229128,EVENT,,Sofia,1603274273186
30885,Urate missing reason,2,Original value above or below reportable limit,,24569,,Blood biochemistry processing,The reason that a Urate assay result is missing.,0.5825872421264648,APPROVED,Sofia,1603280592290,45878591,VALUE,,Sofia,1603280553903
30785,LDL direct missing reason,9,Not reportable because dilution factor <0.9 or >1.1,,24880,,Blood biochemistry processing,The reason that a LDL direct assay result is missing.,0.44189637899398804,APPROVED,Sofia,1603278972961,44803923,EVENT,,Sofia,1603269573831
30785,LDL direct missing reason,9,Not reportable because dilution factor <0.9 or >1.1,,24880,,Blood biochemistry processing,The reason that a LDL direct assay result is missing.,0.44189637899398804,APPROVED,Sofia,1603278972961,4329038,EVENT,,Sofia,1603274074128
30785,LDL direct missing reason,9,Not reportable because dilution factor <0.9 or >1.1,,24880,,Blood biochemistry processing,The reason that a LDL direct assay result is missing.,0.44189637899398804,APPROVED,Sofia,1603278972961,4038832,VALUE,,Sofia,1603278898061
30846,Total bilirubin reportability,3,Reportable at assay but not reportable after any corrections (too high),,485354,,Blood biochemistry processing,The reportability of aTotal bilirubin assay result. Absence of a value here means that a result has not been attempted.,0.7797676920890808,APPROVED,Sofia,1603280985211,4040635,EVENT,,Sofia,1603273109701
30846,Total bilirubin reportability,3,Reportable at assay but not reportable after any corrections (too high),,485354,,Blood biochemistry processing,The reportability of aTotal bilirubin assay result. Absence of a value here means that a result has not been attempted.,0.7797676920890808,APPROVED,Sofia,1603280985211,4196330,EVENT,,Sofia,1603274198713
30846,Total bilirubin reportability,3,Reportable at assay but not reportable after any corrections (too high),,485354,,Blood biochemistry processing,The reportability of aTotal bilirubin assay result. Absence of a value here means that a result has not been attempted.,0.7797676920890808,APPROVED,Sofia,1603280985211,4156364,VALUE,,Sofia,1603280818179
30746,Glucose reportability,5,Not reportable at assay (too high),,445261,,Blood biochemistry processing,The reportability of aGlucose assay result. Absence of a value here means that a result has not been attempted.,0.5244626998901367,APPROVED,Sofia,1603278916078,44803923,EVENT,,Sofia,1603269573831
30746,Glucose reportability,5,Not reportable at assay (too high),,445261,,Blood biochemistry processing,The reportability of aGlucose assay result. Absence of a value here means that a result has not been attempted.,0.5244626998901367,APPROVED,Sofia,1603278916078,4282459,EVENT,,Sofia,1603273890278
30746,Glucose reportability,5,Not reportable at assay (too high),,445261,,Blood biochemistry processing,The reportability of aGlucose assay result. Absence of a value here means that a result has not been attempted.,0.5244626998901367,APPROVED,Sofia,1603278916078,45885145,VALUE,,Sofia,1603278010002
30652,Aspartate aminotransferase aliquot,4,4,,492054,,Blood biochemistry processing,The aliquout used for the Aspartate aminotransferase assay.,0.8082786202430725,APPROVED,,0,4227695,EVENT,,,1603269146053
30652,Aspartate aminotransferase aliquot,4,4,,492054,,Blood biochemistry processing,The aliquout used for the Aspartate aminotransferase assay.,0.8082786202430725,APPROVED,,0,4094657,EVENT,,,1603269146053
30813,Phosphate correction level,1,Date and aliquot correction,,444901,,Blood biochemistry processing,The type of post-measurement correction applied to the Phosphate assay result.,0.719254732131958,APPROVED,Sofia,1603275507089,4143923,EVENT,,Sofia,1603271731762
30813,Phosphate correction level,1,Date and aliquot correction,,444901,,Blood biochemistry processing,The type of post-measurement correction applied to the Phosphate assay result.,0.719254732131958,APPROVED,Sofia,1603275507089,4125861,EVENT,,Sofia,1603274117563
30813,Phosphate correction level,1,Date and aliquot correction,,444901,,Blood biochemistry processing,The type of post-measurement correction applied to the Phosphate assay result.,0.719254732131958,APPROVED,Sofia,1603275507089,4256607,VALUE,,Sofia,1603275433083
30813,Phosphate correction level,1,Date and aliquot correction,,444901,,Blood biochemistry processing,The type of post-measurement correction applied to the Phosphate assay result.,0.719254732131958,APPROVED,Sofia,1603275507089,4227695,VALUE,,Sofia,1603275472508
2453,Cancer diagnosed by doctor,-1,Do not know,,573331,,Medical conditions,"ACE touchscreen question ''Has a doctor ever told you that you have had cancer?'' If the participant activated the Help button they were shown the message: If you are unsure if you have been told you had cancer, select Do not know and you will be asked about this by an interviewer later during this visit. ",0.6657017469406128,IGNORED,,0,0,EVENT,,,1603703853177
30264,Mean reticulocyte volume acquisition route,0,Direct,,494715,,Blood count processing,Route whereby data for Mean reticulocyte volume was transferred from analyser device to UK Biobank core LIMS database.,0.5881596803665161,APPROVED,,0,3049858,EVENT,,,1603269146055
30264,Mean reticulocyte volume acquisition route,0,Direct,,494715,,Blood count processing,Route whereby data for Mean reticulocyte volume was transferred from analyser device to UK Biobank core LIMS database.,0.5881596803665161,APPROVED,,0,42531073,VALUE,,,1603269146056
30786,LDL direct reportability,1,"Reportable at assay and after aliquot correction, if attempted",,486551,,Blood biochemistry processing,The reportability of aLDL direct assay result. Absence of a value here means that a result has not been attempted.,0.4774496853351593,APPROVED,Sofia,1603280780308,4040635,EVENT,,Sofia,1603273109701
30786,LDL direct reportability,1,"Reportable at assay and after aliquot correction, if attempted",,486551,,Blood biochemistry processing,The reportability of aLDL direct assay result. Absence of a value here means that a result has not been attempted.,0.4774496853351593,APPROVED,Sofia,1603280780308,4329038,EVENT,,Sofia,1603274074128
30786,LDL direct reportability,1,"Reportable at assay and after aliquot correction, if attempted",,486551,,Blood biochemistry processing,The reportability of aLDL direct assay result. Absence of a value here means that a result has not been attempted.,0.4774496853351593,APPROVED,Sofia,1603280780308,4156364,VALUE,,Sofia,1603280644174
30786,LDL direct reportability,1,"Reportable at assay and after aliquot correction, if attempted",,486551,,Blood biochemistry processing,The reportability of aLDL direct assay result. Absence of a value here means that a result has not been attempted.,0.4774496853351593,APPROVED,Sofia,1603280780308,4227695,VALUE,,Sofia,1603280769878
30885,Urate missing reason,3,Unrecoverable aliquot problem (dip),,24569,,Blood biochemistry processing,The reason that a Urate assay result is missing.,0.5825872421264648,UNCHECKED,,0,44803923,EVENT,,Sofia,1603271287521
30885,Urate missing reason,3,Unrecoverable aliquot problem (dip),,24569,,Blood biochemistry processing,The reason that a Urate assay result is missing.,0.5825872421264648,UNCHECKED,,0,4229128,EVENT,,Sofia,1603274273186
30846,Total bilirubin reportability,4,Not reportable at assay (too low),,485354,,Blood biochemistry processing,The reportability of aTotal bilirubin assay result. Absence of a value here means that a result has not been attempted.,0.7797676920890808,APPROVED,Sofia,1603278938193,44803923,EVENT,,Sofia,1603269573831
30846,Total bilirubin reportability,4,Not reportable at assay (too low),,485354,,Blood biochemistry processing,The reportability of aTotal bilirubin assay result. Absence of a value here means that a result has not been attempted.,0.7797676920890808,APPROVED,Sofia,1603278938193,4196330,EVENT,,Sofia,1603274198713
30846,Total bilirubin reportability,4,Not reportable at assay (too low),,485354,,Blood biochemistry processing,The reportability of aTotal bilirubin assay result. Absence of a value here means that a result has not been attempted.,0.7797676920890808,APPROVED,Sofia,1603278938193,45880021,VALUE,,Sofia,1603278026736
2453,Cancer diagnosed by doctor,-3,Prefer not to answer,,573331,,Medical conditions,"ACE touchscreen question ''Has a doctor ever told you that you have had cancer?'' If the participant activated the Help button they were shown the message: If you are unsure if you have been told you had cancer, select Do not know and you will be asked about this by an interviewer later during this visit. ",0.6657017469406128,IGNORED,,0,0,EVENT,,,1603703853177
30813,Phosphate correction level,2,Date correction only,,444901,,Blood biochemistry processing,The type of post-measurement correction applied to the Phosphate assay result.,0.719254732131958,APPROVED,Sofia,1603275528274,4143923,EVENT,,Sofia,1603271731762
30813,Phosphate correction level,2,Date correction only,,444901,,Blood biochemistry processing,The type of post-measurement correction applied to the Phosphate assay result.,0.719254732131958,APPROVED,Sofia,1603275528274,4125861,EVENT,,Sofia,1603274117563
30813,Phosphate correction level,2,Date correction only,,444901,,Blood biochemistry processing,The type of post-measurement correction applied to the Phosphate assay result.,0.719254732131958,APPROVED,Sofia,1603275528274,4256607,VALUE,,Sofia,1603275433083
30786,LDL direct reportability,2,Reportable at assay but not reportable after any corrections (too low),,486551,,Blood biochemistry processing,The reportability of aLDL direct assay result. Absence of a value here means that a result has not been attempted.,0.4774496853351593,APPROVED,Sofia,1603280998039,4040635,EVENT,,Sofia,1603273109701
30786,LDL direct reportability,2,Reportable at assay but not reportable after any corrections (too low),,486551,,Blood biochemistry processing,The reportability of aLDL direct assay result. Absence of a value here means that a result has not been attempted.,0.4774496853351593,APPROVED,Sofia,1603280998039,4329038,EVENT,,Sofia,1603274074128
30786,LDL direct reportability,2,Reportable at assay but not reportable after any corrections (too low),,486551,,Blood biochemistry processing,The reportability of aLDL direct assay result. Absence of a value here means that a result has not been attempted.,0.4774496853351593,APPROVED,Sofia,1603280998039,4156364,VALUE,,Sofia,1603280818179
30753,Glycated haemoglobin (HbA1c) correction level,0,None,,480773,,Blood biochemistry processing,The type of post-measurement correction applied to the Glycated haemoglobin (HbA1c) assay result.,0.7243215441703796,IGNORED,Sofia,1603277769667,0,EVENT,,,1603703853178
30885,Urate missing reason,4,Unrecoverable aliquot problem (possible aliquot mis-classification),,24569,,Blood biochemistry processing,The reason that a Urate assay result is missing.,0.5825872421264648,UNCHECKED,,0,44803923,EVENT,,Sofia,1603271287521
30885,Urate missing reason,4,Unrecoverable aliquot problem (possible aliquot mis-classification),,24569,,Blood biochemistry processing,The reason that a Urate assay result is missing.,0.5825872421264648,UNCHECKED,,0,4229128,EVENT,,Sofia,1603274273186
30264,Mean reticulocyte volume acquisition route,1,Backup,,494715,,Blood count processing,Route whereby data for Mean reticulocyte volume was transferred from analyser device to UK Biobank core LIMS database.,0.5881596803665161,APPROVED,,0,3049858,EVENT,,,1603269146061
30264,Mean reticulocyte volume acquisition route,1,Backup,,494715,,Blood count processing,Route whereby data for Mean reticulocyte volume was transferred from analyser device to UK Biobank core LIMS database.,0.5881596803665161,APPROVED,,0,36307628,VALUE,,,1603269146061
30846,Total bilirubin reportability,5,Not reportable at assay (too high),,485354,,Blood biochemistry processing,The reportability of aTotal bilirubin assay result. Absence of a value here means that a result has not been attempted.,0.7797676920890808,APPROVED,Sofia,1603278918458,44803923,EVENT,,Sofia,1603269573831
30846,Total bilirubin reportability,5,Not reportable at assay (too high),,485354,,Blood biochemistry processing,The reportability of aTotal bilirubin assay result. Absence of a value here means that a result has not been attempted.,0.7797676920890808,APPROVED,Sofia,1603278918458,4196330,EVENT,,Sofia,1603274198713
30846,Total bilirubin reportability,5,Not reportable at assay (too high),,485354,,Blood biochemistry processing,The reportability of aTotal bilirubin assay result. Absence of a value here means that a result has not been attempted.,0.7797676920890808,APPROVED,Sofia,1603278918458,45885145,VALUE,,Sofia,1603278010002
30653,Aspartate aminotransferase correction level,0,None,,485602,,Blood biochemistry processing,The type of post-measurement correction applied to the Aspartate aminotransferase assay result.,0.8595799207687378,IGNORED,Sofia,1603277764541,0,EVENT,,,1603703853178
2453,Cancer diagnosed by doctor,0,No,,573331,,Medical conditions,"ACE touchscreen question ''Has a doctor ever told you that you have had cancer?'' If the participant activated the Help button they were shown the message: If you are unsure if you have been told you had cancer, select Do not know and you will be asked about this by an interviewer later during this visit. ",0.6657017469406128,FLAGGED,,0,4032324,EVENT,,,1603269146065
2453,Cancer diagnosed by doctor,0,No,,573331,,Medical conditions,"ACE touchscreen question ''Has a doctor ever told you that you have had cancer?'' If the participant activated the Help button they were shown the message: If you are unsure if you have been told you had cancer, select Do not know and you will be asked about this by an interviewer later during this visit. ",0.6657017469406128,FLAGGED,,0,443392,VALUE,,,1603269146066
30786,LDL direct reportability,3,Reportable at assay but not reportable after any corrections (too high),,486551,,Blood biochemistry processing,The reportability of aLDL direct assay result. Absence of a value here means that a result has not been attempted.,0.4774496853351593,APPROVED,Sofia,1603280983781,4040635,EVENT,,Sofia,1603273109701
30786,LDL direct reportability,3,Reportable at assay but not reportable after any corrections (too high),,486551,,Blood biochemistry processing,The reportability of aLDL direct assay result. Absence of a value here means that a result has not been attempted.,0.4774496853351593,APPROVED,Sofia,1603280983781,4329038,EVENT,,Sofia,1603274074128
30786,LDL direct reportability,3,Reportable at assay but not reportable after any corrections (too high),,486551,,Blood biochemistry processing,The reportability of aLDL direct assay result. Absence of a value here means that a result has not been attempted.,0.4774496853351593,APPROVED,Sofia,1603280983781,4156364,VALUE,,Sofia,1603280818179
30814,Phosphate correction reason,0,Normal for assay type,,444901,,Blood biochemistry processing,The reason for applying a correction to the Phosphate assay result.,0.503714919090271,APPROVED,Sofia,1603277832380,4077846,EVENT,,Sofia,1603272969613
30814,Phosphate correction reason,0,Normal for assay type,,444901,,Blood biochemistry processing,The reason for applying a correction to the Phosphate assay result.,0.503714919090271,APPROVED,Sofia,1603277832380,4125861,EVENT,,Sofia,1603274117563
30814,Phosphate correction reason,0,Normal for assay type,,444901,,Blood biochemistry processing,The reason for applying a correction to the Phosphate assay result.,0.503714919090271,APPROVED,Sofia,1603277832380,45884153,VALUE,,Sofia,1603277813388
30885,Urate missing reason,5,Aliquot 4 used,,24569,,Blood biochemistry processing,The reason that a Urate assay result is missing.,0.5825872421264648,APPROVED,Sofia,1603275187531,44803923,EVENT,,Sofia,1603269225419
30885,Urate missing reason,5,Aliquot 4 used,,24569,,Blood biochemistry processing,The reason that a Urate assay result is missing.,0.5825872421264648,APPROVED,Sofia,1603275187531,4229128,EVENT,,Sofia,1603274273186
30885,Urate missing reason,5,Aliquot 4 used,,24569,,Blood biochemistry processing,The reason that a Urate assay result is missing.,0.5825872421264648,APPROVED,Sofia,1603275187531,4086158,VALUE,,Sofia,1603275158597
30852,Testosterone aliquot,0,Manual,,487203,,Blood biochemistry processing,The aliquout used for the Testosterone assay.,0.5991442203521729,APPROVED,,0,4227695,EVENT,,,1603269146067
30852,Testosterone aliquot,0,Manual,,487203,,Blood biochemistry processing,The aliquout used for the Testosterone assay.,0.5991442203521729,APPROVED,,0,1636780,EVENT,,,1603269146069
30852,Testosterone aliquot,0,Manual,,487203,,Blood biochemistry processing,The aliquout used for the Testosterone assay.,0.5991442203521729,APPROVED,,0,4337123,VALUE,,,1603269146071
30753,Glycated haemoglobin (HbA1c) correction level,1,Date and aliquot correction,,480773,,Blood biochemistry processing,The type of post-measurement correction applied to the Glycated haemoglobin (HbA1c) assay result.,0.7243215441703796,APPROVED,Sofia,1603275503701,4143923,EVENT,,Sofia,1603271731762
30753,Glycated haemoglobin (HbA1c) correction level,1,Date and aliquot correction,,480773,,Blood biochemistry processing,The type of post-measurement correction applied to the Glycated haemoglobin (HbA1c) assay result.,0.7243215441703796,APPROVED,Sofia,1603275503701,37118746,EVENT,,Sofia,1603273906219
30753,Glycated haemoglobin (HbA1c) correction level,1,Date and aliquot correction,,480773,,Blood biochemistry processing,The type of post-measurement correction applied to the Glycated haemoglobin (HbA1c) assay result.,0.7243215441703796,APPROVED,Sofia,1603275503701,4256607,VALUE,,Sofia,1603275433083
30753,Glycated haemoglobin (HbA1c) correction level,1,Date and aliquot correction,,480773,,Blood biochemistry processing,The type of post-measurement correction applied to the Glycated haemoglobin (HbA1c) assay result.,0.7243215441703796,APPROVED,Sofia,1603275503701,4227695,VALUE,,Sofia,1603275472508
30786,LDL direct reportability,4,Not reportable at assay (too low),,486551,,Blood biochemistry processing,The reportability of aLDL direct assay result. Absence of a value here means that a result has not been attempted.,0.4774496853351593,APPROVED,Sofia,1603278936587,44803923,EVENT,,Sofia,1603269573831
30786,LDL direct reportability,4,Not reportable at assay (too low),,486551,,Blood biochemistry processing,The reportability of aLDL direct assay result. Absence of a value here means that a result has not been attempted.,0.4774496853351593,APPROVED,Sofia,1603278936587,4329038,EVENT,,Sofia,1603274074128
30786,LDL direct reportability,4,Not reportable at assay (too low),,486551,,Blood biochemistry processing,The reportability of aLDL direct assay result. Absence of a value here means that a result has not been attempted.,0.4774496853351593,APPROVED,Sofia,1603278936587,45880021,VALUE,,Sofia,1603278026736
2453,Cancer diagnosed by doctor,1,Yes - you will be asked about this later by an interviewer,,573331,,Medical conditions,"ACE touchscreen question ''Has a doctor ever told you that you have had cancer?'' If the participant activated the Help button they were shown the message: If you are unsure if you have been told you had cancer, select Do not know and you will be asked about this by an interviewer later during this visit. ",0.6657017469406128,APPROVED,,0,4188893,EVENT,,,1603269146073
2453,Cancer diagnosed by doctor,1,Yes - you will be asked about this later by an interviewer,,573331,,Medical conditions,"ACE touchscreen question ''Has a doctor ever told you that you have had cancer?'' If the participant activated the Help button they were shown the message: If you are unsure if you have been told you had cancer, select Do not know and you will be asked about this by an interviewer later during this visit. ",0.6657017469406128,APPROVED,,0,443392,VALUE,,,1603269146073
30264,Mean reticulocyte volume acquisition route,2,Archive,,494715,,Blood count processing,Route whereby data for Mean reticulocyte volume was transferred from analyser device to UK Biobank core LIMS database.,0.5881596803665161,APPROVED,,0,3049858,EVENT,,,1603269146073
30264,Mean reticulocyte volume acquisition route,2,Archive,,494715,,Blood count processing,Route whereby data for Mean reticulocyte volume was transferred from analyser device to UK Biobank core LIMS database.,0.5881596803665161,APPROVED,,0,36307628,VALUE,,,1603269146073
30852,Testosterone aliquot,1,1,,487203,,Blood biochemistry processing,The aliquout used for the Testosterone assay.,0.5991442203521729,APPROVED,,0,4227695,EVENT,,,1603269146074
30852,Testosterone aliquot,1,1,,487203,,Blood biochemistry processing,The aliquout used for the Testosterone assay.,0.5991442203521729,APPROVED,,0,1636780,EVENT,,,1603269146074
30885,Urate missing reason,7,Analyser deemed result not reportable for reason other than above or below reportable range,,24569,,Blood biochemistry processing,The reason that a Urate assay result is missing.,0.5825872421264648,APPROVED,Sofia,1603275306876,44803923,EVENT,,Sofia,1603269323445
30885,Urate missing reason,7,Analyser deemed result not reportable for reason other than above or below reportable range,,24569,,Blood biochemistry processing,The reason that a Urate assay result is missing.,0.5825872421264648,APPROVED,Sofia,1603275306876,4229128,EVENT,,Sofia,1603274273186
30885,Urate missing reason,7,Analyser deemed result not reportable for reason other than above or below reportable range,,24569,,Blood biochemistry processing,The reason that a Urate assay result is missing.,0.5825872421264648,APPROVED,Sofia,1603275306876,46237952,VALUE,,Sofia,1603275293571
30814,Phosphate correction reason,1,No tip information,,444901,,Blood biochemistry processing,The reason for applying a correction to the Phosphate assay result.,0.503714919090271,APPROVED,Sofia,1603277722412,4077846,EVENT,,Sofia,1603272954271
30814,Phosphate correction reason,1,No tip information,,444901,,Blood biochemistry processing,The reason for applying a correction to the Phosphate assay result.,0.503714919090271,APPROVED,Sofia,1603277722412,4125861,EVENT,,Sofia,1603274117563
30814,Phosphate correction reason,1,No tip information,,444901,,Blood biochemistry processing,The reason for applying a correction to the Phosphate assay result.,0.503714919090271,APPROVED,Sofia,1603277722412,45880270,VALUE,,Sofia,1603277706061
30786,LDL direct reportability,5,Not reportable at assay (too high),,486551,,Blood biochemistry processing,The reportability of aLDL direct assay result. Absence of a value here means that a result has not been attempted.,0.4774496853351593,APPROVED,Sofia,1603278916869,44803923,EVENT,,Sofia,1603269573831
30786,LDL direct reportability,5,Not reportable at assay (too high),,486551,,Blood biochemistry processing,The reportability of aLDL direct assay result. Absence of a value here means that a result has not been attempted.,0.4774496853351593,APPROVED,Sofia,1603278916869,4329038,EVENT,,Sofia,1603274074128
30786,LDL direct reportability,5,Not reportable at assay (too high),,486551,,Blood biochemistry processing,The reportability of aLDL direct assay result. Absence of a value here means that a result has not been attempted.,0.4774496853351593,APPROVED,Sofia,1603278916869,45885145,VALUE,,Sofia,1603278010002
30653,Aspartate aminotransferase correction level,1,Date and aliquot correction,,485602,,Blood biochemistry processing,The type of post-measurement correction applied to the Aspartate aminotransferase assay result.,0.8595799207687378,APPROVED,Sofia,1603275492567,4143923,EVENT,,Sofia,1603271731762
30653,Aspartate aminotransferase correction level,1,Date and aliquot correction,,485602,,Blood biochemistry processing,The type of post-measurement correction applied to the Aspartate aminotransferase assay result.,0.8595799207687378,APPROVED,Sofia,1603275492567,4094657,EVENT,,Sofia,1603273397989
30653,Aspartate aminotransferase correction level,1,Date and aliquot correction,,485602,,Blood biochemistry processing,The type of post-measurement correction applied to the Aspartate aminotransferase assay result.,0.8595799207687378,APPROVED,Sofia,1603275492567,4256607,VALUE,,Sofia,1603275433083
30653,Aspartate aminotransferase correction level,1,Date and aliquot correction,,485602,,Blood biochemistry processing,The type of post-measurement correction applied to the Aspartate aminotransferase assay result.,0.8595799207687378,APPROVED,Sofia,1603275492567,4227695,VALUE,,Sofia,1603275472508
30852,Testosterone aliquot,2,2,,487203,,Blood biochemistry processing,The aliquout used for the Testosterone assay.,0.5991442203521729,APPROVED,,0,4227695,EVENT,,,1603269146075
30852,Testosterone aliquot,2,2,,487203,,Blood biochemistry processing,The aliquout used for the Testosterone assay.,0.5991442203521729,APPROVED,,0,1636780,EVENT,,,1603269146075
30753,Glycated haemoglobin (HbA1c) correction level,2,Date correction only,,480773,,Blood biochemistry processing,The type of post-measurement correction applied to the Glycated haemoglobin (HbA1c) assay result.,0.7243215441703796,APPROVED,Sofia,1603275525604,4143923,EVENT,,Sofia,1603271731762
30753,Glycated haemoglobin (HbA1c) correction level,2,Date correction only,,480773,,Blood biochemistry processing,The type of post-measurement correction applied to the Glycated haemoglobin (HbA1c) assay result.,0.7243215441703796,APPROVED,Sofia,1603275525604,37118746,EVENT,,Sofia,1603273906219
