source_code,source_concept_id,source_vocabulary_id,source_code_description,target_concept_id,target_vocabulary_id,valid_start_date,valid_end_date,invalid_reason
j2c2.00,0,GP_PRESCR_READ2,NAPROXEN 500mg tablets,19019273,RxNorm,1970-01-01,2099-12-31,
a6c3.00,0,GP_PRESCR_READ2,LANSOPRAZOLE 15mg capsules,40991405,RxNorm Extension,1970-01-01,2099-12-31,
c8n1.00,0,GP_PRESCR_READ2,CETIRIZINE 10mg tablets,42957364,RxNorm Extension,1970-01-01,2099-12-31,
puh1.00,0,GP_PRESCR_READ2,BM TEST-1-44 blood glucose testing strip x50,4222987,SNOMED,1970-01-01,2099-12-31,
f35z.00,0,GP_PRESCR_READ2,GLICLAZIDE 80mg tablets,19059797,RxNorm,1970-01-01,2099-12-31,
ka32.00,0,GP_PRESCR_READ2,LACRI-LUBE eye ointment 5g,43295103,RxNorm Extension,1970-01-01,2099-12-31,
bi62.00,0,GP_PRESCR_READ2,RAMIPRIL 2.5mg capsules,1334459,RxNorm,1970-01-01,2099-12-31,
fe6i.00,0,GP_PRESCR_READ2,PREDNISOLONE 5mg e/c tablets,1550560,RxNorm,1970-01-01,2099-12-31,
bu2c.00,0,GP_PRESCR_READ2,ASPIRIN 75mg soluble tablets,19004043,RxNorm,1970-01-01,2099-12-31,
dibt.00,0,GP_PRESCR_READ2,TYLEX 500mg capsules,45972565,SNOMED,1970-01-01,2099-12-31,
c8o1.00,0,GP_PRESCR_READ2,LORATADINE 10mg tablets,1107882,RxNorm,1970-01-01,2099-12-31,
ej76.00,0,GP_PRESCR_READ2,QUININE SULPHATE 300mg tablets,1760620,RxNorm,1970-01-01,2099-12-31,
ip3j.00,0,GP_PRESCR_READ2,ADCAL-D3 1.5g/10micrograms chewable tablets,21152446,RxNorm Extension,1970-01-01,2099-12-31,
bi61.00,0,GP_PRESCR_READ2,RAMIPRIL 1.25mg capsules,1334535,RxNorm,1970-01-01,2099-12-31,
ip3e.00,0,GP_PRESCR_READ2,CALCIUM CARBONATE+COLECALCIFEROL 1.25g/10micrograms tablets,40019687,RxNorm,1970-01-01,2099-12-31,
ph7W.00,0,GP_PRESCR_READ2,SOFTCLIX II 0.4mm(28gauge) lancet,46002730,SNOMED,1970-01-01,2099-12-31,
bdf1.00,0,GP_PRESCR_READ2,BISOPROLOL FUMARATE 5mg tablets,40162878,RxNorm,1970-01-01,2099-12-31,
gc71.00,0,GP_PRESCR_READ2,TAMSULOSIN HYDROCHLORIDE 400micrograms m/r capsules,40166540,RxNorm,1970-01-01,2099-12-31,
ab2A.00,0,GP_PRESCR_READ2,MANEVAC granules 400g,45877981,LOINC,1970-01-01,2099-12-31,
dnj2.00,0,GP_PRESCR_READ2,GABAPENTIN 300mg capsules,19077548,RxNorm,1970-01-01,2099-12-31,
bxi2.00,0,GP_PRESCR_READ2,ATORVASTATIN 20mg tablets,19123592,RxNorm,1970-01-01,2099-12-31,
k8i1.00,0,GP_PRESCR_READ2,LATANOPROST 0.005% eye drops,40239032,RxNorm,1970-01-01,2099-12-31,
cA11.00,0,GP_PRESCR_READ2,MONTELUKAST 10mg tablets,19023368,RxNorm,1970-01-01,2099-12-31,
bi67.00,0,GP_PRESCR_READ2,RAMIPRIL 10mg capsules,1334494,RxNorm,1970-01-01,2099-12-31,
m33s.00,0,GP_PRESCR_READ2,LIDOCAINE 5% 10cmx14cm patches,42629129,RxNorm,1970-01-01,2099-12-31,
ip3f.00,0,GP_PRESCR_READ2,CALCICHEW D3 FORTE 1.25g/400iu chewable tablets,40751404,RxNorm Extension,1970-01-01,2099-12-31,
j2or.00,0,GP_PRESCR_READ2,FENACTOL 50mg e/c tablets,21027246,RxNorm Extension,1970-01-01,2099-12-31,
blh1.00,0,GP_PRESCR_READ2,LERCANIDIPINE HYDROCHLORIDE 10mg tablets,42960876,RxNorm Extension,1970-01-01,2099-12-31,
bl3M.00,0,GP_PRESCR_READ2,ISOSORBIDE MONONITRATE 40mg m/r capsules,1383866,RxNorm,1970-01-01,2099-12-31,
ip3c.00,0,GP_PRESCR_READ2,CALCIUM CARBONATE+COLECALCIFEROL 1.25g/5micrograms tablets,40019687,RxNorm,1970-01-01,2099-12-31,
i332.00,0,GP_PRESCR_READ2,FOLIC ACID 5mg tablets,1387453,RxNorm,1970-01-01,2099-12-31,
a62w.00,0,GP_PRESCR_READ2,RANITIDINE 150mg tablets,961050,RxNorm,1970-01-01,2099-12-31,
f2A1.00,0,GP_PRESCR_READ2,LEVEMIR PENFILL 100iu/mL injection cartridges 3mL,2054216,RxNorm Extension,1970-01-01,2099-12-31,
dn32.00,0,GP_PRESCR_READ2,CARBAMAZEPINE 200mg tablets,19074697,RxNorm,1970-01-01,2099-12-31,
dia2.00,0,GP_PRESCR_READ2,CO-CODAMOL 8mg/500mg tablets,21103976,RxNorm Extension,1970-01-01,2099-12-31,
gdew.00,0,GP_PRESCR_READ2,DULOXETINE 60mg gastro-resistant capsules,4293454,SNOMED,1970-01-01,2099-12-31,
puhl.00,0,GP_PRESCR_READ2,ACTIVE blood glucose testing strip,4222987,SNOMED,1970-01-01,2099-12-31,
ip3m.00,0,GP_PRESCR_READ2,ADCAL-D3 LEMON 1.5g/10micrograms chewable tablets,21152446,RxNorm Extension,1970-01-01,2099-12-31,
bdfw.00,0,GP_PRESCR_READ2,BISOPROLOL FUMARATE 1.25mg tablets,40166187,RxNorm,1970-01-01,2099-12-31,
f921.00,0,GP_PRESCR_READ2,LEVOTHYROXINE SODIUM 25micrograms tablets,40169799,RxNorm,1970-01-01,2099-12-31,
bk73.00,0,GP_PRESCR_READ2,CANDESARTAN CILEXETIL 8mg tablets,1351559,RxNorm,1970-01-01,2099-12-31,
bl8M.00,0,GP_PRESCR_READ2,ADALAT LA 20mg m/r tablets,19016969,RxNorm,1970-01-01,2099-12-31,
da51.00,0,GP_PRESCR_READ2,SERTRALINE 50mg tablets,739209,RxNorm,1970-01-01,2099-12-31,
k695.00,0,GP_PRESCR_READ2,*HAY-CROM AQUEOUS 2% eye drops,19002101,RxNorm,1970-01-01,2099-12-31,
j282.00,0,GP_PRESCR_READ2,IBUPROFEN 400mg tablets,19019072,RxNorm,1970-01-01,2099-12-31,
ka2y.00,0,GP_PRESCR_READ2,HYPROMELLOSE 0.5% eye drops,4099732,SNOMED,1970-01-01,2099-12-31,
m118.00,0,GP_PRESCR_READ2,ULTRABASE cream 50g,40169493,RxNorm,1970-01-01,2099-12-31,
ph88.00,0,GP_PRESCR_READ2,NOVOFINE 8mmx0.3mm(30G) sterile single-use needle,4222976,SNOMED,1970-01-01,2099-12-31,
fh1B.00,0,GP_PRESCR_READ2,KLIOFEM tablets,4014222,SNOMED,1970-01-01,2099-12-31,
dnpy.00,0,GP_PRESCR_READ2,PREGABALIN 50mg capsules,734396,RxNorm,1970-01-01,2099-12-31,
dh4y.00,0,GP_PRESCR_READ2,CYCLIZINE 50mg tablets,909388,RxNorm,1970-01-01,2099-12-31,
jA2z.00,0,GP_PRESCR_READ2,CELECOXIB 100mg capsules,19029024,RxNorm,1970-01-01,2099-12-31,
dl71.00,0,GP_PRESCR_READ2,SUMATRIPTAN 20mg nasal spray,44071017,RxNorm Extension,1970-01-01,2099-12-31,
l8Dz.00,0,GP_PRESCR_READ2,MOMETASONE FUROATE MONOHYDRATE 0.05% aqueous nasal spray,19112698,RxNorm,1970-01-01,2099-12-31,
bi63.00,0,GP_PRESCR_READ2,RAMIPRIL 5mg capsules,1334460,RxNorm,1970-01-01,2099-12-31,
bk3z.00,0,GP_PRESCR_READ2,LOSARTAN POTASSIUM+HYDROCHLOROTHIAZIDE 100mg/25mg tablets,40184217,RxNorm,1970-01-01,2099-12-31,
d213.00,0,GP_PRESCR_READ2,DIAZEPAM 2mg tablets,19018909,RxNorm,1970-01-01,2099-12-31,
gdA5.00,0,GP_PRESCR_READ2,TOLTERODINE L-TARTRATE 4mg m/r capsules,40163792,RxNorm,1970-01-01,2099-12-31,
gddz.00,0,GP_PRESCR_READ2,SOLIFENACIN SUCCINATE 5mg tablets,916006,RxNorm,1970-01-01,2099-12-31,
c8rz.00,0,GP_PRESCR_READ2,DESLORATADINE 5mg tablets,19096758,RxNorm,1970-01-01,2099-12-31,
djzj.00,0,GP_PRESCR_READ2,ZOMORPH 10mg m/r capsules,19017557,RxNorm,1970-01-01,2099-12-31,
bk32.00,0,GP_PRESCR_READ2,LOSARTAN POTASSIUM 50mg tablets,40185304,RxNorm,1970-01-01,2099-12-31,
dji2.00,0,GP_PRESCR_READ2,TRAMADOL HCL 50mg capsules,40833901,RxNorm Extension,1970-01-01,2099-12-31,
dnj3.00,0,GP_PRESCR_READ2,GABAPENTIN 400mg capsules,19077549,RxNorm,1970-01-01,2099-12-31,
e312.00,0,GP_PRESCR_READ2,AMOXICILLIN 500mg capsules,19073187,RxNorm,1970-01-01,2099-12-31,
gdex.00,0,GP_PRESCR_READ2,DULOXETINE 30mg gastro-resistant capsules,4293454,SNOMED,1970-01-01,2099-12-31,
ph8D.00,0,GP_PRESCR_READ2,UNIFINE PENTIPS 8mm(30G) needle,45338014,NDC,1970-01-01,2099-12-31,
bi34.00,0,GP_PRESCR_READ2,LISINOPRIL 20mg tablets,19080129,RxNorm,1970-01-01,2099-12-31,
bk5y.00,0,GP_PRESCR_READ2,IRBESARTAN+HYDROCHLOROTHIAZIDE 300mg/12.5mg tablets,40898113,RxNorm Extension,1970-01-01,2099-12-31,
djkp.00,0,GP_PRESCR_READ2,OXYCONTIN 5mg m/r tablets,40232705,RxNorm,1970-01-01,2099-12-31,
ecc2.00,0,GP_PRESCR_READ2,TRIMETHOPRIM 200mg tablets,1705677,RxNorm,1970-01-01,2099-12-31,
f922.00,0,GP_PRESCR_READ2,LEVOTHYROXINE SODIUM 50micrograms tablets,40169799,RxNorm,1970-01-01,2099-12-31,
dnbc.00,0,GP_PRESCR_READ2,EPILIM CHRONO 200 m/r tablets,21024133,RxNorm Extension,1970-01-01,2099-12-31,
aw11.00,0,GP_PRESCR_READ2,ORLISTAT 120mg capsules,741572,RxNorm,1970-01-01,2099-12-31,
he82.00,0,GP_PRESCR_READ2,*PROSTAP SR 3.75mg injection,40174069,RxNorm,1970-01-01,2099-12-31,
bxiz.00,0,GP_PRESCR_READ2,ATORVASTATIN 80mg tablets,1545959,RxNorm,1970-01-01,2099-12-31,
bdfx.00,0,GP_PRESCR_READ2,BISOPROLOL FUMARATE 2.5mg tablets,40166188,RxNorm,1970-01-01,2099-12-31,
fe6h.00,0,GP_PRESCR_READ2,PREDNISOLONE 2.5mg e/c tablets,19007009,RxNorm,1970-01-01,2099-12-31,
f143.00,0,GP_PRESCR_READ2,NOVORAPID PENFILL 100units/mL cartridges 3mL,46234045,RxNorm,1970-01-01,2099-12-31,
bl8i.00,0,GP_PRESCR_READ2,ADALAT LA 30mg m/r tablets,19134811,RxNorm,1970-01-01,2099-12-31,
m412.00,0,GP_PRESCR_READ2,HYDROCORTISONE 1% cream 30g,43656348,RxNorm Extension,1970-01-01,2099-12-31,
dnpw.00,0,GP_PRESCR_READ2,PREGABALIN 150mg capsules,19112670,RxNorm,1970-01-01,2099-12-31,
k85y.00,0,GP_PRESCR_READ2,CARTEOLOL HYDROCHLORIDE 1% eye drops,40179059,RxNorm,1970-01-01,2099-12-31,
l881.00,0,GP_PRESCR_READ2,FLUTICASONE PROPIONATE 50micrograms nasal spray,21109244,RxNorm Extension,1970-01-01,2099-12-31,
djzk.00,0,GP_PRESCR_READ2,ZOMORPH 30mg m/r capsules,19017558,RxNorm,1970-01-01,2099-12-31,
jA1w.00,0,GP_PRESCR_READ2,*ROFECOXIB 12.5mg tablets,1189760,RxNorm,1970-01-01,2099-12-31,
aa3y.00,0,GP_PRESCR_READ2,MESALAZINE 1g/sachet m/r granules,43190819,RxNorm Extension,1970-01-01,2099-12-31,
bs18.00,0,GP_PRESCR_READ2,WARFARIN SODIUM 3mg tablets,40163540,RxNorm,1970-01-01,2099-12-31,
bu25.00,0,GP_PRESCR_READ2,*ASPIRIN 75mg tablets,19004043,RxNorm,1970-01-01,2099-12-31,
bk37.00,0,GP_PRESCR_READ2,LOSARTAN POTASSIUM 100mg tablets,40185276,RxNorm,1970-01-01,2099-12-31,
b431.00,0,GP_PRESCR_READ2,SPIRONOLACTONE 25mg tablets,19079658,RxNorm,1970-01-01,2099-12-31,
ka31.00,0,GP_PRESCR_READ2,LACRI-LUBE eye ointment 3.5g,43295103,RxNorm Extension,1970-01-01,2099-12-31,
dia7.00,0,GP_PRESCR_READ2,*CO-PROXAMOL tablets,21102572,RxNorm Extension,1970-01-01,2099-12-31,
heE1.00,0,GP_PRESCR_READ2,LETROZOLE 2.5mg tablets,19022830,RxNorm,1970-01-01,2099-12-31,
djke.00,0,GP_PRESCR_READ2,OXYCODONE HYDROCHLORIDE 120mg m/r tablets,40232707,RxNorm,1970-01-01,2099-12-31,
dj1Z.00,0,GP_PRESCR_READ2,ORAMORPH 10mg/5mL oral solution 300mL,45970560,SNOMED,1970-01-01,2099-12-31,
ip3b.00,0,GP_PRESCR_READ2,CALCICHEW D3 1.25g/200iu chewable tablets,40751404,RxNorm Extension,1970-01-01,2099-12-31,
diap.00,0,GP_PRESCR_READ2,CO-CODAMOL 8mg/500mg effervescent tablets,21123375,RxNorm Extension,1970-01-01,2099-12-31,
ja1S.00,0,GP_PRESCR_READ2,TRAXAM 3% topical gel 100g,19010090,RxNorm,1970-01-01,2099-12-31,
k3g2.00,0,GP_PRESCR_READ2,*FUCITHALMIC 1% eye drops 5g,45880759,LOINC,1970-01-01,2099-12-31,
bl8j.00,0,GP_PRESCR_READ2,ADALAT LA 60mg m/r tablets,19025505,RxNorm,1970-01-01,2099-12-31,
bk74.00,0,GP_PRESCR_READ2,CANDESARTAN CILEXETIL 16mg tablets,1351583,RxNorm,1970-01-01,2099-12-31,
j612.00,0,GP_PRESCR_READ2,ALLOPURINOL 300mg tablets,19018787,RxNorm,1970-01-01,2099-12-31,
bxd1.00,0,GP_PRESCR_READ2,SIMVASTATIN 10mg tablets,1539463,RxNorm,1970-01-01,2099-12-31,
bxdx.00,0,GP_PRESCR_READ2,SIMVASTATIN 40mg/EZETIMIBE 10mg tablets,19112569,RxNorm,1970-01-01,2099-12-31,
c144.00,0,GP_PRESCR_READ2,BRICANYL 250micrograms inhaler,9655,UCUM,1970-01-01,2099-12-31,
djz7.00,0,GP_PRESCR_READ2,MORPHINE SULFATE 60mg m/r tablets,40170059,RxNorm,1970-01-01,2099-12-31,
f294.00,0,GP_PRESCR_READ2,LANTUS 100iu/mL injection cartridges 3mL,2054216,RxNorm Extension,1970-01-01,2099-12-31,
bxkw.00,0,GP_PRESCR_READ2,ROSUVASTATIN 5mg tablets,42969816,RxNorm Extension,1970-01-01,2099-12-31,
bl5F.00,0,GP_PRESCR_READ2,DILZEM SR 60mg m/r capsules,21066271,RxNorm Extension,1970-01-01,2099-12-31,
m48b.00,0,GP_PRESCR_READ2,BETNOVATE RD 0.025% ointment 100g,19002301,RxNorm,1970-01-01,2099-12-31,
bd3j.00,0,GP_PRESCR_READ2,ATENOLOL 25mg tablets,19018811,RxNorm,1970-01-01,2099-12-31,
l887.00,0,GP_PRESCR_READ2,FLUTICASONE FUROATE 27.5micrograms nasal spray,36250122,RxNorm,1970-01-01,2099-12-31,
dnjy.00,0,GP_PRESCR_READ2,GABAPENTIN 600mg tablets,19077550,RxNorm,1970-01-01,2099-12-31,
bk31.00,0,GP_PRESCR_READ2,LOSARTAN POTASSIUM 25mg tablets,40185280,RxNorm,1970-01-01,2099-12-31,
c66d.00,0,GP_PRESCR_READ2,CLENIL MODULITE 100micrograms CFC-free inhaler,21148998,RxNorm Extension,1970-01-01,2099-12-31,
in44.00,0,GP_PRESCR_READ2,THIAMINE HYDROCHLORIDE 50mg tablets,964232,RxNorm,1970-01-01,2099-12-31,
ka2v.00,0,GP_PRESCR_READ2,HYPROMELLOSE 0.3% eye drops,4099732,SNOMED,1970-01-01,2099-12-31,
ft5y.00,0,GP_PRESCR_READ2,PIOGLITAZONE 30mg tablets,19079293,RxNorm,1970-01-01,2099-12-31,
djzD.00,0,GP_PRESCR_READ2,MORPHINE SULFATE 10mg m/r capsules,40169927,RxNorm,1970-01-01,2099-12-31,
dn31.00,0,GP_PRESCR_READ2,CARBAMAZEPINE 100mg tablets,740279,RxNorm,1970-01-01,2099-12-31,
a6c2.00,0,GP_PRESCR_READ2,LANSOPRAZOLE 30mg capsules,41272159,RxNorm Extension,1970-01-01,2099-12-31,
e311.00,0,GP_PRESCR_READ2,AMOXICILLIN 250mg capsules,19073183,RxNorm,1970-01-01,2099-12-31,
djzl.00,0,GP_PRESCR_READ2,ZOMORPH 60mg m/r capsules,19017559,RxNorm,1970-01-01,2099-12-31,
l812.00,0,GP_PRESCR_READ2,BECONASE AQUEOUS 50microgram nasal spray,19002101,RxNorm,1970-01-01,2099-12-31,
k8j1.00,0,GP_PRESCR_READ2,BRIMONIDINE TARTRATE 0.2% eye drops,963899,RxNorm,1970-01-01,2099-12-31,
j2c1.00,0,GP_PRESCR_READ2,NAPROXEN 250mg tablets,19019272,RxNorm,1970-01-01,2099-12-31,
ph77.00,0,GP_PRESCR_READ2,*MICRO-FINE LANCETS 100,45009711,NDC,1970-01-01,2099-12-31,
l882.00,0,GP_PRESCR_READ2,FLIXONASE 50micrograms nasal spray,40755178,RxNorm Extension,1970-01-01,2099-12-31,
gh52.00,0,GP_PRESCR_READ2,SILDENAFIL 50mg tablets,19079498,RxNorm,1970-01-01,2099-12-31,
in72.00,0,GP_PRESCR_READ2,VITAMIN-B-CO STRONG tablets,703466,SNOMED,1970-01-01,2099-12-31,
bxl1.00,0,GP_PRESCR_READ2,EZETIMIBE 10mg tablets,1526476,RxNorm,1970-01-01,2099-12-31,
k69y.00,0,GP_PRESCR_READ2,SODIUM CROMOGLICATE 2% eye drops,40224644,RxNorm,1970-01-01,2099-12-31,
c13v.00,0,GP_PRESCR_READ2,SALBUTAMOL 100microgram inhaler,44072711,RxNorm Extension,1970-01-01,2099-12-31,
bi33.00,0,GP_PRESCR_READ2,LISINOPRIL 10mg tablets,19080128,RxNorm,1970-01-01,2099-12-31,
f152.00,0,GP_PRESCR_READ2,APIDRA 100iu/mL injection cartridges 3mL,3030465,LOINC,1970-01-01,2099-12-31,
c13J.00,0,GP_PRESCR_READ2,SALBUTAMOL 100micrograms CFC-free inhaler,44072711,RxNorm Extension,1970-01-01,2099-12-31,
ig1h.00,0,GP_PRESCR_READ2,CALCICHEW FORTE 2.5g chewable tablets,40733046,RxNorm Extension,1970-01-01,2099-12-31,
dn35.00,0,GP_PRESCR_READ2,TEGRETOL 200mg tablets,19074680,RxNorm,1970-01-01,2099-12-31,
ka83.00,0,GP_PRESCR_READ2,VISCOTEARS 2mg/g single-use eye gel 0.6mL,45763129,SNOMED,1970-01-01,2099-12-31,
bi31.00,0,GP_PRESCR_READ2,LISINOPRIL 2.5mg tablets,1308250,RxNorm,1970-01-01,2099-12-31,
j22y.00,0,GP_PRESCR_READ2,DICLOFENAC SODIUM 75mg m/r tablets,42707598,RxNorm,1970-01-01,2099-12-31,
bu51.00,0,GP_PRESCR_READ2,CLOPIDOGREL 75mg tablets,19075601,RxNorm,1970-01-01,2099-12-31,
iz1Z.00,0,GP_PRESCR_READ2,GLUCOSAMINE SULFATE/CHONDROITIN SULFATE PDP COMBI 500mg/400mg tablets,21060927,RxNorm Extension,1970-01-01,2099-12-31,
k693.00,0,GP_PRESCR_READ2,OPTICROM AQUEOUS 2% eye drops 13.5mL,19002101,RxNorm,1970-01-01,2099-12-31,
b51y.00,0,GP_PRESCR_READ2,CO-AMILOFRUSE 5/40mg tablets,21162826,RxNorm Extension,1970-01-01,2099-12-31,
j283.00,0,GP_PRESCR_READ2,IBUPROFEN 600mg tablets,19019073,RxNorm,1970-01-01,2099-12-31,
ff2c.00,0,GP_PRESCR_READ2,ESTRAPAK 50micrograms/1mg patches and tablets,9655,UCUM,1970-01-01,2099-12-31,
a6hz.00,0,GP_PRESCR_READ2,ESOMEPRAZOLE 20mg tablets,19101746,RxNorm,1970-01-01,2099-12-31,
bdfy.00,0,GP_PRESCR_READ2,BISOPROLOL FUMARATE 3.75mg tablets,40166190,RxNorm,1970-01-01,2099-12-31,
he85.00,0,GP_PRESCR_READ2,PROSTAP SR DCS 3.75mg powder+solvent for susp injection pfs,45956745,SNOMED,1970-01-01,2099-12-31,
puhh.00,0,GP_PRESCR_READ2,GLUCOMEN SENSOR blood glucose testing strip,45974163,SNOMED,1970-01-01,2099-12-31,
bk53.00,0,GP_PRESCR_READ2,IRBESARTAN 300mg tablets,19022949,RxNorm,1970-01-01,2099-12-31,
da41.00,0,GP_PRESCR_READ2,FLUOXETINE 20mg capsules,19077463,RxNorm,1970-01-01,2099-12-31,
eha1.00,0,GP_PRESCR_READ2,TERBINAFINE 250mg tablets,1741402,RxNorm,1970-01-01,2099-12-31,
dr22.00,0,GP_PRESCR_READ2,DISIPAL 50mg tablets,40223009,RxNorm,1970-01-01,2099-12-31,
i11t.00,0,GP_PRESCR_READ2,FERROUS FUMARATE 210mg tablets,19101774,RxNorm,1970-01-01,2099-12-31,
bk51.00,0,GP_PRESCR_READ2,IRBESARTAN 75mg tablets,19022947,RxNorm,1970-01-01,2099-12-31,
ft8z.00,0,GP_PRESCR_READ2,SITAGLIPTIN 100mg tablets,19125041,RxNorm,1970-01-01,2099-12-31,
bl3y.00,0,GP_PRESCR_READ2,ISOSORBIDE MONONITRATE 60mg m/r tablets,19100673,RxNorm,1970-01-01,2099-12-31,
djb3.00,0,GP_PRESCR_READ2,MEPTAZINOL 200mg tablets,19009038,RxNorm,1970-01-01,2099-12-31,
c13T.00,0,GP_PRESCR_READ2,VENTOLIN 100micrograms Evohaler,2070099,RxNorm Extension,1970-01-01,2099-12-31,
c13U.00,0,GP_PRESCR_READ2,SALBUTAMOL 100micrograms CFC-free breath-actuated aerosol inhaler,963844,RxNorm,1970-01-01,2099-12-31,
c614.00,0,GP_PRESCR_READ2,BECOTIDE 200micrograms rotacaps,9655,UCUM,1970-01-01,2099-12-31,
dnp5.00,0,GP_PRESCR_READ2,LYRICA 150mg capsules,19123161,RxNorm,1970-01-01,2099-12-31,
bxkx.00,0,GP_PRESCR_READ2,ROSUVASTATIN 10mg tablets,42969494,RxNorm Extension,1970-01-01,2099-12-31,
e911.00,0,GP_PRESCR_READ2,ERYTHROMYCIN 250mg e/c tablets,19122215,RxNorm,1970-01-01,2099-12-31,
bu2B.00,0,GP_PRESCR_READ2,ASPIRIN 75mg e/c tablets,19004043,RxNorm,1970-01-01,2099-12-31,
gh51.00,0,GP_PRESCR_READ2,SILDENAFIL 25mg tablets,1316268,RxNorm,1970-01-01,2099-12-31,
fh1a.00,0,GP_PRESCR_READ2,PREMPAK-C 0.625 tablets x3 months,19012531,RxNorm,1970-01-01,2099-12-31,
gdA6.00,0,GP_PRESCR_READ2,DETRUSITOL XL 4mg m/r capsules,40742158,RxNorm Extension,1970-01-01,2099-12-31,
e782.00,0,GP_PRESCR_READ2,OXYTETRACYCLINE 250mg tablets,19079186,RxNorm,1970-01-01,2099-12-31,
dy12.00,0,GP_PRESCR_READ2,DONEPEZIL HYDROCHLORIDE 10mg tablets,40223768,RxNorm,1970-01-01,2099-12-31,
ja1U.00,0,GP_PRESCR_READ2,IBUPROFEN 5% gel,40054147,RxNorm,1970-01-01,2099-12-31,
c1Dx.00,0,GP_PRESCR_READ2,SALMETEROL+FLUTICASONE PROPIONATE 50micrograms/100micrograms breath-actuated dry powder inhaler,42902666,RxNorm,1970-01-01,2099-12-31,
c61t.00,0,GP_PRESCR_READ2,BECLOMETASONE DIPROPIONATE 250micrograms inhaler,40164074,RxNorm,1970-01-01,2099-12-31,
k3g1.00,0,GP_PRESCR_READ2,FUSIDIC ACID 1% eye drops,45880759,LOINC,1970-01-01,2099-12-31,
