source_code,source_concept_id,source_vocabulary_id,source_code_description,target_concept_id,target_vocabulary_id,valid_start_date,valid_end_date,invalid_reason
43,0,HESIN_ADMISORC,Medical Specialty,38004240,NUCC,1970-01-01,2099-12-31,
5E,0,HESIN_ADMISORC,Psychiatry (patient on pass),8971,CMS Place of Service,1970-01-01,2099-12-31,
4D,0,HESIN_ADMISORC,Psychiatry (except for patient on pass),8971,CMS Place of Service,1970-01-01,2099-12-31,
65,0,HESIN_ADMISORC,Local Authority residential care accommodation,581476,Visit,1970-01-01,2099-12-31,
20,0,HESIN_ADMISORC,"Place of Residence: Institution,no additional detail added",42898160,Visit,1970-01-01,2099-12-31,
37,0,HESIN_ADMISORC,Penal establishment: court,38003619,CMS Place of Service,1970-01-01,2099-12-31,
19,0,HESIN_ADMISORC,"Usual place of residence unless listed below for example,a private dwelling whether owner occupied by local authority,housing association or other landlord. This includes wardened accommodation but",581476,Visit,1970-01-01,2099-12-31,
55,0,HESIN_ADMISORC,Hospital site within the same Trust - ward for general patients or young physically disabled or A & E department,38004515,Medicare Specialty,1970-01-01,2099-12-31,
5B,0,HESIN_ADMISORC,Geriatrics (except for patient on pass),38004307,NUCC,1970-01-01,2099-12-31,
40,0,HESIN_ADMISORC,"Transfer from the same Provider Unit,no additional detail added",38004693,Medicare Specialty,1970-01-01,2099-12-31,
89,0,HESIN_ADMISORC,Non-NHS institution,38004515,Medicare Specialty,1970-01-01,2099-12-31,
8,0,HESIN_ADMISORC,Other,38004693,Medicare Specialty,1970-01-01,2099-12-31,
23,0,HESIN_ADMISORC,Private - Nursing/Residential/Hostel/Group Home,581476,Visit,1970-01-01,2099-12-31,
38,0,HESIN_ADMISORC,Penal establishment: police station,38003619,CMS Place of Service,1970-01-01,2099-12-31,
98,0,HESIN_ADMISORC,Not applicable,38004693,Medicare Specialty,1970-01-01,2099-12-31,
4C,0,HESIN_ADMISORC,Geriatrics (patient on pass),38004307,NUCC,1970-01-01,2099-12-31,
61,0,HESIN_ADMISORC,Private Hospital,38004515,Medicare Specialty,1970-01-01,2099-12-31,
69,0,HESIN_ADMISORC,Type of location - not known,38004693,Medicare Specialty,1970-01-01,2099-12-31,
56,0,HESIN_ADMISORC,Hospital site within the same Trust - ward for maternity patients or neonates.,38004515,Medicare Specialty,1970-01-01,2099-12-31,
51,0,HESIN_ADMISORC,Accident and Emergency,9203,Visit,1970-01-01,2099-12-31,
29,0,HESIN_ADMISORC,"Temporary place of residence,when usually resident elsewhere (includes hotel,residential educational institution).",581476,Visit,1970-01-01,2099-12-31,
99,0,HESIN_ADMISORC,Not known,38004693,Medicare Specialty,1970-01-01,2099-12-31,
39,0,HESIN_ADMISORC,Penal establishment: other,38003619,CMS Place of Service,1970-01-01,2099-12-31,
41,0,HESIN_ADMISORC,Accident and Emergency,9203,Visit,1970-01-01,2099-12-31,
5C,0,HESIN_ADMISORC,Geriatrics (patient on pass),38004307,NUCC,1970-01-01,2099-12-31,
13,0,HESIN_ADMISORC,Private Residence (sheltered),581476,Visit,1970-01-01,2099-12-31,
4H,0,HESIN_ADMISORC,Transfer within the same Health Care Provider - Hospital at Home,38004693,Medicare Specialty,1970-01-01,2099-12-31,
57,0,HESIN_ADMISORC,Hospital site within the same Trust - ward for patients who are mentally ill or have learning disabilities.,38004515,Medicare Specialty,1970-01-01,2099-12-31,
39,0,HESIN_ADMISORC,"Penal establishment,court or police station.",38003619,CMS Place of Service,1970-01-01,2099-12-31,
19,0,HESIN_ADMISORC,Usual place of residence,581476,Visit,1970-01-01,2099-12-31,
48,0,HESIN_ADMISORC,"High Security Psychiatric Hospital,Scotland",38004284,NUCC,1970-01-01,2099-12-31,
45,0,HESIN_ADMISORC,Paediatrics,38004693,Medicare Specialty,1970-01-01,2099-12-31,
31,0,HESIN_ADMISORC,Holiday Accommodation,581476,Visit,1970-01-01,2099-12-31,
60,0,HESIN_ADMISORC,Admission from Other Types of Location etc. - no additional detail added,9201,Visit,1970-01-01,2099-12-31,
5H,0,HESIN_ADMISORC,Transfer from another Health Care Provider - Hospital at Home,581476,Visit,1970-01-01,2099-12-31,
65,0,HESIN_ADMISORC,Local Authority Part 3 residential accommodation i.e. where care is provided.,581476,Visit,1970-01-01,2099-12-31,
51,0,HESIN_ADMISORC,Other NHS Trust - ward for general patients or young physically disabled or A & E department,38004515,Medicare Specialty,1970-01-01,2099-12-31,
29,0,HESIN_ADMISORC,Temporary place of residence,581476,Visit,1970-01-01,2099-12-31,
28,0,HESIN_ADMISORC,Place of Residence - Institution - other type,42898160,Visit,1970-01-01,2099-12-31,
57,0,HESIN_ADMISORC,GP Obstetrics/Postnatal Cots,38004693,Medicare Specialty,1970-01-01,2099-12-31,
52,0,HESIN_ADMISORC,Other NHS Trust - ward for maternity patients or neonates.,8650,CMS Place of Service,1970-01-01,2099-12-31,
35,0,HESIN_ADMISORC,Admission of Foundling (For use on Record type 11 only),9201,Visit,1970-01-01,2099-12-31,
30,0,HESIN_ADMISORC,"Temporary place of Residence,no additional detail added",581476,Visit,1970-01-01,2099-12-31,
49,0,HESIN_ADMISORC,Special Health Authority establishment under the High Security Psychiatric Services Commissioning Board,38004284,NUCC,1970-01-01,2099-12-31,
30,0,HESIN_ADMISORC,Repatriation from High Security Psychiatric Hospital,38004284,NUCC,1970-01-01,2099-12-31,
99,0,HESIN_ADMISORC,Not Known [Until 20 February 2000],38004693,Medicare Specialty,1970-01-01,2099-12-31,
47,0,HESIN_ADMISORC,GP Obstetrics/Postnatal Cots,38004693,Medicare Specialty,1970-01-01,2099-12-31,
29,0,HESIN_ADMISORC,Place of Residence - Institution - type not known,42898160,Visit,1970-01-01,2099-12-31,
25,0,HESIN_ADMISORC,Care home,38004307,NUCC,1970-01-01,2099-12-31,
53,0,HESIN_ADMISORC,Other NHS Trust - ward for patients who are mentally ill or have learning disabilities.,38004284,NUCC,1970-01-01,2099-12-31,
59,0,HESIN_ADMISORC,Transfer from other NHS Provider Unit - specialty not known,38004693,Medicare Specialty,1970-01-01,2099-12-31,
1,0,HESIN_ADMISORC,Home (Usual address),581476,Visit,1970-01-01,2099-12-31,
69,0,HESIN_ADMISORC,Under local authority care: Residential or foster care [Until 31 March 2001],38004205,NUCC,1970-01-01,2099-12-31,
4B,0,HESIN_ADMISORC,Geriatrics (except for patient on pass),38004307,NUCC,1970-01-01,2099-12-31,
4A,0,HESIN_ADMISORC,GP Non Obstetrics,38004693,Medicare Specialty,1970-01-01,2099-12-31,
54,0,HESIN_ADMISORC,"NHS run nursing home,residential care home or group home.",581476,Visit,1970-01-01,2099-12-31,
50,0,HESIN_ADMISORC,"Transfer from other NHS Provider Unit,no additional detail added",38004693,Medicare Specialty,1970-01-01,2099-12-31,
2,0,HESIN_ADMISORC,"Other NHS Hospital (Inpatient,Short Stay or Day Bed Facilities only)",38004515,Medicare Specialty,1970-01-01,2099-12-31,
98,0,HESIN_ADMISORC,Not applicable [Until 20 February 2000],38004693,Medicare Specialty,1970-01-01,2099-12-31,
5A,0,HESIN_ADMISORC,GP Non Obstetrics,38004693,Medicare Specialty,1970-01-01,2099-12-31,
49,0,HESIN_ADMISORC,Transfer from the same Provider Unit - specialty not known,38004693,Medicare Specialty,1970-01-01,2099-12-31,
3,0,HESIN_ADMISORC,Other Unit in this Hospital (Inpatient Facilities or Day Bed Units only),38004515,Medicare Specialty,1970-01-01,2099-12-31,
